Serial,Episode_Title,Image_URL,Description,Mode,Video_URL,,year,airdate,runtime,Visibility
Series_11,The Battle of Ranskoor Av Kolos,https://ichef.bbci.co.uk/images/ic/1920x1080/p06tjlrg.jpg,"On the planet of Ranskoor Av Kolos, a battlefield, a conflict-scarred survivor, and a deadly reckoning await the Doctor, Ryan, Yaz and Graham.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0bvgbqw/doctor-who-series-11-10-the-battle-of-ranskoor-av-kolos,,2018,2018-12-09,50,Shown
Series_11,Resolution,https://ichef.bbci.co.uk/images/ic/1920x1080/p07j56b3.jpg,"As the new year begins, a terrifying evil from across the centuries of Earth's history is stirring. As the Doctor, Ryan, Graham and Yaz return home, will they be able to overcome the threat to planet Earth?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0bx2rj3/doctor-who-resolution,,2019,2019-01-01,60,Shown
Series_12,Spyfall Part One,https://ichef.bbci.co.uk/images/ic/1920x1080/p080yqfq.jpg,"Intelligence agents around the world are under attack from alien forces, so MI6 turn to the only one who can help: the Doctor.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000cs1y/doctor-who-series-12-1-spyfall-part-1,,2020,2020-01-01,60,Shown
Series_12,Spyfall Part Two,https://ichef.bbci.co.uk/images/ic/1920x1080/p07z69n2.jpg,"In part two of this epic spy thriller, a terrifying plan to destroy humanity is about to reach fruition. Can the Doctor and her friends escape multiple traps and defeat a deadly alliance?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000d4tk/doctor-who-series-12-2-spyfall-part-2,,2020,2020-01-05,60,Shown
Series_12,Orphan 55,https://ichef.bbci.co.uk/images/ic/1920x1080/p07zqk1y.jpg,The Doctor and her friends discover that the luxury resort where they are holidaying is hiding a number of deadly secrets. What are the ferocious monsters attacking Tranquillity Spa?,Iplayer,https://www.bbc.co.uk/iplayer/episode/m000dbp4/doctor-who-series-12-3-orphan-55,,2020,2020-01-12,45,Shown
Series_12,Nikola Tesla's Night of Terror,https://ichef.bbci.co.uk/images/ic/1920x1080/p080bcgh.jpg,1903. Who or what is sabotaging Nikola Tesla's generator plant at Niagara Falls? And has this maverick inventor really received a message from Mars?,Iplayer,https://www.bbc.co.uk/iplayer/episode/m000dlc3/doctor-who-series-12-4-nikola-teslas-night-of-terror,,2020,2020-01-19,50,Shown
Series_12,Fugitive of the Judoon,https://ichef.bbci.co.uk/images/ic/1920x1080/p080z25v.jpg,"Ko Sho Blo! Trigger-happy space police the Judoon are targeting 21st-century Gloucester. The Doctor, Yaz, Ryan and Graham race back to Earth in order to prevent them doing too much damage to the cathedral city. But who are they looking for, and what did they do to incur the wrath of the Judoon?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000dtqx/doctor-who-series-12-5-fugitive-of-the-judoon,,2020,2020-01-26,50,Shown
Series_12,Praxeus,https://ichef.bbci.co.uk/images/ic/1920x1080/p081mgq1.jpg,"What connects a missing astronaut in the Indian Ocean, birds behaving strangely in Peru and a US naval officer who washes up on a Madagascan beach? Team Tardis investigate.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000f1wx/doctor-who-series-12-6-praxeus,,2020,2020-02-02,50,Shown
Series_12,Can You Hear Me?,https://ichef.bbci.co.uk/images/ic/1920x1080/p0827t3j.jpg,"From ancient Syria to present day Sheffield, and out into the wilds of space, something is stalking the Doctor and infecting people’s nightmares.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000f9d4/doctor-who-series-12-7-can-you-hear-me,,2020,2020-02-09,50,Shown
Series_12,The Haunting of Villa Diodati,https://ichef.bbci.co.uk/images/ic/1920x1080/p082znr4.jpg,"Lake Geneva, 1816. Lord Byron and the Shelleys prepare for a night telling ghost stories, but their villa proves to have ghostly presences all of its own.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000fjf1/doctor-who-series-12-8-the-haunting-of-villa-diodati,,2020,2020-02-16,50,Shown
Series_12,Ascension of the Cybermen,https://ichef.bbci.co.uk/images/ic/1920x1080/p083s8hz.jpg,"In the far future, the Doctor and her friends face a brutal battle across the farthest reaches of space to protect the last of the human race against the deadly Cybermen.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000frjp/doctor-who-series-12-9-ascension-of-the-cybermen,,2020,2020-02-23,50,Shown
Series_12,The Timeless Children,https://ichef.bbci.co.uk/images/ic/1920x1080/p084y6vg.jpg,"The Cybermen are on the march. The last remaining humans are hunted down. Lies are exposed, truths are revealed, and for the Doctor nothing will ever be the same.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000g09m/doctor-who-series-12-10-the-timeless-children,,2020,2020-03-01,65,Shown
Series_12,Revolution of the Daleks,https://ichef.bbci.co.uk/images/ic/1920x1080/p091r102.jpg,"The Doctor is imprisoned halfway across the universe. On Earth, the sighting of a Dalek alerts Ryan, Graham and Yaz. Can the return of Captain Jack Harkness help them stop a deadly Dalek takeover?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m000qr8k/doctor-who-revolution-of-the-daleks,,2021,2021-01-01,71,Shown
Series_13,Flux: The Halloween Apocalypse,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b0mts8.jpg,"On Halloween, all across the universe, terrifying forces are stirring. The life of Dan Lewis is about to change forever. Why is the Doctor chasing Karvanista? What is the Flux?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m00116r4/doctor-who-series-13-1-the-halloween-apocalypse,,2021,2021-10-31,50,Shown
Series_13,Flux: War of the Sontarans,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b233ft.jpg,"During the Crimean War, the Doctor discovers the British army fighting a brutal alien army of Sontarans, as Yaz and Dan are thrown deeper into a battle for survival. What is the Temple of Atropos? Who are the Mouri?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m0011g6k/doctor-who-series-13-2-war-of-the-sontarans,,2021,2021-11-07,50,Shown
Series_13,"Flux: Once, Upon Time",https://ichef.bbci.co.uk/images/ic/1920x1080/p0b35bl2.jpg,"'Time is beginning to run wild.' On a planet that shouldn’t exist, in the aftermath of apocalypse, the Doctor, Dan, Yaz and Vinder face a battle to survive.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m0011nfd/doctor-who-series-13-3-once-upon-time,,2021,2021-11-14,50,Shown
Series_13,Flux: Village of the Angels,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b4zzct.jpg,"Devon, November 1967. A little girl has gone missing, Professor Eustacius Jericho is conducting psychic experiments, and in the village graveyard, there is one gravestone too many. Why is Medderton known as the Cursed Village, and what do the Weeping Angels want?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m0011vnw/doctor-who-series-13-4-village-of-the-angels,,2021,2021-11-21,50,Shown
Series_13,Flux: Survivors of the Flux,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b6jlty.jpg,"As the forces of evil mass, the Doctor, Yaz and Dan face perilous journeys and seemingly insurmountable obstacles in their quest for survival.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m00123l4/doctor-who-series-13-5-survivors-of-the-flux,,2021,2021-11-28,50,Shown
Series_13,Flux: The Vanquishers,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b6z4l4.jpg,"In the final epic chapter in the story of the Flux, all hope is lost. The forces of darkness are in control. But when the monsters have won, who can you count upon to save the universe?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m00129lb/doctor-who-series-13-6-the-vanquishers,,2021,2021-12-05,60,Shown
Series_13,Eve of the Daleks ,https://ichef.bbci.co.uk/images/ic/1920x1080/p0b9q8h2.jpg,"On New Year’s Eve, the appearance of an executioner Dalek means Sarah and Nick’s countdown to midnight will be the strangest and deadliest they have ever known.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m00134mm/doctor-who-eve-of-the-daleks,,2022,2022-01-01,58,Shown
Series_13,Legend of the Sea Devils ,https://ichef.bbci.co.uk/images/ic/1920x1080/p0bzxhlw.jpg,"The Doctor, Yaz and Dan come face to fin with some of the Doctor’s oldest adversaries, the Sea Devils. What terrifying forces lurk beneath the oceans of the 19th century?",Iplayer,https://www.bbc.co.uk/iplayer/episode/m0016lkw/doctor-who-legend-of-the-sea-devils,,2022,2022-04-17,50,Shown
Series_13,Power of the Doctor ,https://ichef.bbci.co.uk/images/ic/1920x1080/p0d8fbpd.jpg,"Her final battle. Her deadliest enemies. The Thirteenth Doctor faces multiple threats from Daleks, Cybermen and the Master in a fight for her very existence.",Iplayer,https://www.bbc.co.uk/iplayer/episode/m001dhsb/doctor-who-the-power-of-the-doctor,,2022,2022-10-23,90,Shown
60th_Anniversary_Specials,Destination Skaro,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gstrw3.jpg,Children In Need 2023 Special – Comedy showing the immediate aftermath of the Doctor’s Regeneration,Iplayer,https://www.bbc.co.uk/iplayer/episode/p0gsddbs/doctor-who-children-in-need-special-2023,,2023,2023-11-17,5,Shown
60th_Anniversary_Specials,The Star Beast,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gtzfm1.jpg,"The Doctor is caught in a fight to the death as a spaceship crash-lands in London. But as the battle wreaks havoc, destiny is heading for the Doctor’s old friend, Donna. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/m001sx3h/doctor-who-2023-the-star-beast,,2023,2023-11-25,60,Shown
60th_Anniversary_Specials,Wild Blue Yonder,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gwbbps.jpg,"The Tardis takes the Doctor and Donna to the furthest edge of adventure. To escape, they must face the most desperate fight of their lives, with the fate of the universe at stake. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/m001t42d/doctor-who-2023-wild-blue-yonder,,2023,2023-12-02,60,Shown
60th_Anniversary_Specials,The Giggle,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gwdkzd.jpg,"The giggle of a mysterious puppet is driving the human race insane. When the Doctor discovers the return of the terrifying Toymaker, he faces a fight he can never win. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/m001tc3r/doctor-who-2023-the-giggle,,2023,2023-12-09,60,Shown
60th_Anniversary_Specials,The Church on Ruby Road,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gz2jcy.jpg,"Long ago, on Christmas Eve, a baby was abandoned in the snow. Today, Ruby Sunday meets the Doctor, goblins, stolen babies and, perhaps, the secret of her birth. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/m001tfnl/doctor-who-2023-christmas-special-the-church-on-ruby-road,,2023,2023-12-25,60,Shown
Season_1,Placeholder 1,https://tardis.wiki/images/Tardis_images/f/f4/Doctor_Who_placeholder.JPG,,Iplayer,,,2024,2023-05-11,,Shown
Torchwood – Series 1,Everything Changes,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d0k.jpg,PC Gwen Cooper comes face to face with the Torchwood Institute as everything changes.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g03/torchwood-series-1-1-everything-changes,,2006,2006-10-22,51,Shown
Torchwood – Series 1,Day One,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d0t.jpg,Captain Jack Harkness and his team must stop a sex-addicted alien as it leaves a trail of gruesome deaths in its wake.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g04/torchwood-series-1-2-day-one,,2006,2006-10-22,48,Shown
Torchwood – Series 1,Ghost Machine,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d10.jpg,"An alien object shows visions of the past to the Torchwood team, bringing a long-buried crime to the surface.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g11/torchwood-series-1-3-ghost-machine,,2006,2006-10-29,48,Shown
Torchwood – Series 1,Cyberwoman,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d5l.jpg,"Beneath the Torchwood Building, Ianto Jones hides a terrible secret.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g1x/torchwood-series-1-4-cyberwoman,,2006,2006-11-05,49,Shown
Torchwood – Series 1,Small Worlds,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d5r.jpg,What are the supernatural forces stalking the Cardiff suburbs and what do they want with the seemingly-normal Pierce family?,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g2k/torchwood-series-1-5-small-worlds,,2006,2006-11-12,47,Shown
Torchwood – Series 1,Countrycide,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830d5t.jpg,"The team investigate a number of gruesome deaths in the Brecon Beacons, only to confront a terrifying enemy.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g36/torchwood-series-1-6-countrycide,,2006,2006-11-19,47,Shown
Torchwood – Series 1,Greeks Bearing Gifts,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830dk7.jpg,Toshiko is given an alien pendant which enables her to hear other people's thoughts.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g3z/torchwood-series-1-7-greeks-bearing-gifts,,2006,2006-11-26,50,Shown
Torchwood – Series 1,They Keep Killing Suzie,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830dkd.jpg,"When the word Torchwood is daubed in blood at a murder scene, the investigation leads back to a familiar face.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0079480/torchwood-series-1-8-they-keep-killing-suzie,,2006,2006-12-03,53,Shown
Torchwood – Series 1,Random Shoes,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830drs.jpg,"When Eugene wakes to find himself both dead and invisible, he knows only Gwen Cooper can help him.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g59/torchwood-series-1-9-random-shoes,,2006,2006-12-10,49,Shown
Torchwood – Series 1,Out of Time,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830ds3.jpg,When a plane from 1953 lands in present-day Cardiff there are painful consequences for all concerned.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g73/torchwood-series-1-10-out-of-time,,2006,2006-12-17,50,Shown
Torchwood – Series 1,Combat,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830dsl.jpg,Owen is sent undercover to discover why aliens are being kidnapped from the streets of Cardiff.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g6d/torchwood-series-1-11-combat,,2006,2006-12-24,48,Shown
Torchwood – Series 1,Captain Jack Harkness,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830dtp.jpg,"Trapped in 1941, Jack and Toshiko meet an American squadron leader by the name of Captain Jack Harkness.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g7k/torchwood-series-1-12-captain-jack-harkness,,2007,2007-01-01,48,Shown
Torchwood – Series 1,End of Days,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830dv9.jpg,"The rift has been opened, and time is splintering. Can Captain Jack save the world?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0074g7p/torchwood-series-1-13-end-of-days,,2007,2007-01-01,47,Shown
Torchwood – Series 2,"Kiss Kiss, Bang Bang",https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f4f.jpg,"The mysterious Captain John Hart is determined to wreak havoc. But with Gwen's life in danger, whose side is Jack on?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b008s14v/torchwood-series-2-1-kiss-kiss-bang-bang,,2008,2008-01-16,47,Shown
Torchwood – Series 2,Sleeper,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f51.jpg,"When a burglary turns into a slaughter, the team suspect alien involvement. Soon the whole planet is in danger.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b008scdc/torchwood-series-2-2-sleeper,,2008,2008-01-23,48,Shown
Torchwood – Series 2,To the Last Man,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f55.jpg,"Time zones are colliding. Toshiko falls in love with a handsome soldier, trapped out of his time.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b008vrhs/torchwood-series-2-3-to-the-last-man,,2008,2008-01-30,50,Shown
Torchwood – Series 2,Meat,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f83.jpg,Rhys discovers the truth about Torchwood and becomes part of the team as they investigate a mysterious alien meat supply. Gwen feels guilty that Rhys has been put into so much danger.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b008xl14/torchwood-series-2-4-meat,,2008,2008-02-06,50,Shown
Torchwood – Series 2,Adam,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f8l.jpg,"An alien with the power to change memories infiltrates the team. With Captain Jack caught up in memories of his lost family, and Gwen struggling to remember Rhys, it takes Jack’s love of Ianto to reveal the truth. But there's always a price to pay.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b008z1rb/torchwood-series-2-5-adam,,2008,2008-02-13,51,Shown
Torchwood – Series 2,Reset,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830f9c.jpg,Captain Jack calls in Martha Jones to investigate mysterious deaths. When the trail leads to a sinister medical testing centre she must go undercover.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b008z1rn/torchwood-series-2-6-reset,,2008,2008-02-13,46,Shown
Torchwood – Series 2,Dead Man Walking,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830ffp.jpg,"Deep in shock, the Torchwood team face their darkest hour.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0090xm1/torchwood-series-2-7-dead-man-walking,,2008,2008-02-20,48,Shown
Torchwood – Series 2,A Day in the Death,https://ichef.bbci.co.uk/images/ic/1920x1080/p0830fyf.jpg,"A victim of his newfound circumstances, Owen Harper believes he needs absolution. Will the girl on the rooftop help him?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0091xcz/torchwood-series-2-8-a-day-in-the-death,,2008,2008-02-27,47,Shown
Torchwood – Series 2,Something Borrowed,https://ichef.bbci.co.uk/images/ic/1920x1080/p0832x92.jpg,An alien shapeshifter leaves Gwen carrying more than she bargained for the night before her wedding.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b00936hq/torchwood-series-2-9-something-borrowed,,2008,2008-03-05,46,Shown
Torchwood – Series 2,From Out of the Rain,https://ichef.bbci.co.uk/images/ic/1920x1080/p0832xcn.jpg,"When an old cinema re-opens, past horrors emerge to stalk the streets of Cardiff. As bodies are found caught between life and death, Torchwood must act fast. Who are the Night Travellers and how can Torchwood capture these mysterious killers?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00950q2/torchwood-series-2-10-from-out-of-the-rain,,2008,2008-03-12,45,Shown
Torchwood – Series 2,Adrift,https://ichef.bbci.co.uk/images/ic/1920x1080/p0832xf4.jpg,When a local teenager disappears Gwen is drawn into an investigation that reveals a darker side of Torchwood.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b009hmmf/torchwood-series-2-11-adrift,,2008,2008-03-19,49,Shown
Torchwood – Series 2,Fragments,https://ichef.bbci.co.uk/images/ic/1920x1080/p0832xml.jpg,"A booby trapped building explodes and knocks the team unconscious. As their lives flash before their eyes, we learn how each of them was recruited to Torchwood.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b009kqfq/torchwood-series-2-12-fragments,,2008,2008-03-21,49,Shown
Torchwood – Series 2,Exit Wounds,https://ichef.bbci.co.uk/images/ic/1920x1080/p0832xn6.jpg,"Captain John returns to have his revenge. Taking Captain Jack prisoner, he sends him back in time for a long overdue reunion. Meanwhile, Cardiff is flooded with Weevils. Who is Captain John really working for?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b009pj1z/torchwood-series-2-13-exit-wounds,,2008,2008-04-04,48,Shown
Torchwood – Children of Earth,Day One,https://ichef.bbci.co.uk/images/ic/1920x1080/p0834600.jpg,"An ordinary day becomes a world of terror as every single child in the world stops. A message is sent to the governments of Earth: 'We are coming'. As a trap closes around Captain Jack, sins of the past return, as long-forgotten events from 1965 threaten to reveal an awful truth.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00ln5cv/torchwood-children-of-earth-1-day-one,,2009,2009-07-06,59,Shown
Torchwood – Children of Earth,Day Two,https://ichef.bbci.co.uk/images/ic/1920x1080/p083461m.jpg,"Torchwood are forced underground, as the government takes swift and brutal action. With members of the team being hunted down, only Lois holds the key to Torchwood's salvation - but she is helpless as her superiors make plans for the mysterious Floor 13.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00lnmgr/torchwood-children-of-earth-2-day-two,,2009,2009-07-07,58,Shown
Torchwood – Children of Earth,Day Three,https://ichef.bbci.co.uk/images/ic/1920x1080/p083462g.jpg,"The eyes of the world turn to Britain, as the 456 announce, 'We are here'. As a pillar of fire descends upon London, the members of Torchwood must battle to protect their own families, as the fight gets personal. But will Clem's memories destroy everything?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00lnmm1/torchwood-children-of-earth-3-day-three,,2009,2009-07-08,59,Shown
Torchwood – Children of Earth,Day Four,https://ichef.bbci.co.uk/images/ic/1920x1080/p083467h.jpg,"Torchwood finally learns the truth about the events of 1965. Britain is in danger of becoming a rogue state, and everything now pivots around John Frobisher, as the ambassador of the 456 destroys its old allegiances and reveals its true intent.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00lnms0/torchwood-children-of-earth-4-day-four,,2009,2009-07-09,60,Shown
Torchwood – Children of Earth,Day Five,https://ichef.bbci.co.uk/images/ic/1920x1080/p0834695.jpg,"Torchwood is defenceless and Gwen Cooper stands alone as the final sanction begins. As violence erupts and the world descends into anarchy, an ordinary council estate becomes a battleground where the future of the human race will be decided.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b00lnmts/torchwood-children-of-earth-5-day-five,,2009,2009-07-10,58,Shown
Torchwood – Miracle Day,The New World,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345kt.jpg,"When death itself comes to a halt, the whole world faces its greatest danger yet. CIA agent Rex Matheson has only one clue: the word 'Torchwood'.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b012mbqm/torchwood-miracle-day-episode-1,,2011,2011-07-08,54,Shown
Torchwood – Miracle Day,Rendition,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345lr.jpg,"As the Torchwood team is reunited, Jack realises he is the most vulnerable man on Earth - and a flight to the USA turns into a desperate battle for survival.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b012rt1q/torchwood-miracle-day-episode-2,,2011,2011-07-15,54,Shown
Torchwood – Miracle Day,Dead of Night,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345m0.jpg,"Torchwood goes on the run, and finds a new enemy. But as they launch a raid on PhiCorp headquarters, Jack must confront the mysterious Oswald Danes.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b012xnqw/torchwood-miracle-day-episode-3,,2011,2011-07-22,56,Shown
Torchwood – Miracle Day,Escape to L.A.,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345nv.jpg,"The fight against PhiCorp takes the Torchwood team to California, where a trap is waiting. Meanwhile, Oswald and Jilly find themselves with an enemy of their own.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0133g4c/torchwood-miracle-day-episode-4,,2011,2011-07-29,57,Shown
Torchwood – Miracle Day,The Categories of Life,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345nz.jpg,Torchwood goes undercover and discovers the terrible truth behind the Miracle. But the enemy is closing in and death is about to make a shocking return.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b013c0bc/torchwood-miracle-day-episode-5,,2011,2011-08-05,54,Shown
Torchwood – Miracle Day,The Middle Men,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345p3.jpg,"With Gwen, Rex and Esther trapped on both sides of the Atlantic, Jack faces a race against time as he goes straight to the heart of the conspiracy.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b013pyfz/torchwood-miracle-day-episode-6,,2011,2011-08-12,54,Shown
Torchwood – Miracle Day,Immortal Sins,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345r0.jpg,"Gwen must fight to protect her family, and takes a terrifying journey covering both miles and decades as the long history of the Miracle is revealed.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b013yw03/torchwood-miracle-day-episode-7,,2011,2011-08-19,54,Shown
Torchwood – Miracle Day,End of the Road,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345rc.jpg,"Captain Jack faces a showdown with a man he thought long since dead. But while Rex takes extreme action, is it too late to prevent the collapse of society?",Iplayer,https://www.bbc.co.uk/iplayer/episode/b014790g/torchwood-miracle-day-episode-8,,2011,2011-08-26,55,Shown
Torchwood – Miracle Day,The Gathering,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345rg.jpg,"As the Three Families plunge the world into recession, the Torchwood team - defeated, powerless, and hunted - must strike a bargain with the devil himself.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b014hl7t/torchwood-miracle-day-episode-9,,2011,2011-09-02,56,Shown
Torchwood – Miracle Day,The Blood Line,https://ichef.bbci.co.uk/images/ic/1920x1080/p08345sx.jpg,"The Torchwood team travels across the world on a final, desperate mission - but the Three Families are unstoppable, unless a terrible sacrifice is made...",Iplayer,https://www.bbc.co.uk/iplayer/episode/b014k3fq/torchwood-miracle-day-episode-10,,2011,2011-09-09,56,Shown
Torchwood – Miracle Day,Web of Lies – Tie in Motion Comic,https://tardis.wiki/images/Tardis_images/4/45/TW_Web_of_Lies_Jack.jpg,"A 10 part “motion comic” style animated serial where each part ties into the corresponding Miracle Day episode. As this is all combined on YouTube, it has been placed at the end. Each part was released a week after broadcast and originally contained interactive elements, which are unavailable here.",Youtube,5zhjVO-CLWc,,2011,2011-09-16,28,Shown
Sarah Jane Adventures – Series 1,K9 And Company: A Girl’s Best Friend,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gnfx6h.jpg,"Sarah Jane searches for her missing aunt in a sleepy Gloucestershire village. Luckily, the Doctor has sent her some help. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/p02zy49w/k9-company-a-girls-best-friend,,1981,1981-12-28,50,Shown
Sarah Jane Adventures – Series 1,Invasion of the Bane,https://ichef.bbci.co.uk/images/ic/1920x1080/p07hpxpt.jpg,"When Maria meets the mysterious Sarah Jane Smith, she's thrown into a world of intrigue, danger, and terrifying monsters.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b008ncc7/the-sarah-jane-adventures-special-1-invasion-of-the-bane,,2007,2007-01-01,59,Shown
Sarah Jane Adventures – Series 1,Revenge of the Slitheen – Part 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g6zm2y.jpg,"Sarah Jane, Maria, Luke and Clyde discover the monstrous Slitheen are hiding in a school.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0080pg4/the-sarah-jane-adventures-series-1-1-revenge-of-the-slitheen-part-1,,2007,2007-09-24,27,Shown
Sarah Jane Adventures – Series 1,Revenge of the Slitheen – Part 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g6zmpb.jpg,"Sarah Jane, Maria, Luke and Clyde must save the Earth before the Slitheen switch off the sun.",Iplayer,https://www.bbc.co.uk/iplayer/episode/b0080qcb/the-sarah-jane-adventures-series-1-2-revenge-of-the-slitheen-part-2,,2007,2007-09-24,27,Shown
Sarah Jane Adventures – Series 1,Eye of the Gorgon – Part 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g6zmx7.jpg,Sarah Jane and her team encounter the Gorgon - a terrifying creature that turns its victims to stone.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b0081mdw/the-sarah-jane-adventures-series-1-3-eye-of-the-gorgon-part-1,,2007,2007-10-01,28,Shown
Sarah Jane Adventures – Series 1,Eye of the Gorgon – Part 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g6zndj.jpg,Sinister nuns plan to unleash the Gorgon on the world.,Iplayer,https://www.bbc.co.uk/iplayer/episode/b00824ty/the-sarah-jane-adventures-series-1-4-eye-of-the-gorgon-part-2,,2007,2007-10-08,28,Shown
